ID,Title,Author,Price,Edition,ASIN,ISBN-13,ISBN-10,Paperback,Series,Publisher_dummy,Publisher,Publication_Date,Sold_by,Language,Product Dimensions,Shipping Weight,,,,,
8017,Get More Out of Your Android Phone in 2015,Chris Navarre,$2.99 ,Kindle Edition,B00VXY4DIC,,,,,,,10-Apr-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8018,An Executive Guide to Identity Access Management,Alasdair Gilchrist,$4.99 ,Kindle Edition,B00VY9ZY3Y,,,,,RG Consulting ,RG Consulting,10-Apr-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8019,The Ultimate Guide To Android App Reskinning: How You Can Make Full Time Income Reskinning Apps in 2015 And Beyond,Philip Schaffer,$2.99 ,Kindle Edition,B00VYAQOX2,,,,,,,10-Apr-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8020,Facebook Business Page Marketing Success: 21 easy to follow tutorials to help you drive more business from Facebook,David Howlett,$2.99 ,Kindle Edition,B00VZANF2E,,,,,Search Marketing Services Ltd ,Search Marketing Services Ltd,10-Apr-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8021,HTML5: The Quick and Simple Way to Learn HTML5 - Programming Language for HTML5 - HTML5: HTML5 ,David Lawfield# HTML5 HTML# David Lawfield,$2.99 ,Kindle Edition,B00W0GWX7K,,,,,,,11-Apr-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8022,Acer Chromebook 11 User Guide: Understanding your new Chromebook,Chromebook Guides,$3.99 ,Kindle Edition,B00W0IVDQ0,,,,,,,11-Apr-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8023,VMware - A Guide for New Admins ,Ronald Nutter,$2.99 ,Kindle Edition,B00W0NQH0M,,,,,Ronald Nutter,Ronald Nutter,12-Apr-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8024,"Computer Hacking: A beginners guide to computer hacking, how to hack, internet skills, hacking techniques, and more!",Joe Benton,"$2.99
                            
                            
                                
                                    Save $7.00 (70%)",Kindle Edition,B00W0S29N6,,,,,,,12-Apr-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8025,How To Use Apple's New iCloud Photos for Photo Library Management: Enabling An Integrated Workflow Across Mac and iPad,Nicholas LeCuyer,$2.99 ,Kindle Edition,B00W1Y9OQE,,,,,,,12-Apr-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8026,BEGINNERS GUIDE FOR PMI-ACP®,THIYAGARAJAN PERUMAL,$2.99 ,Kindle Edition,B00W4E1AZ4,,,,,www.projectmgtcoach.com ,www.projectmgtcoach.com,13-Apr-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8027,Microsoft System Center 2012 R2 Operations Manager Cookbook,Steve Beaumont (MVP)# Jonathan Horner# Steve Beaumont (MVP)# Chiyo Odika# Jonathan Horner# Robert Ryan# Chiyo Odika,"$37.67
                            
                            
                                
                                    Save $10.32 (22%)",Kindle Edition,B00W5GUKHK,,,,,Packt Publishing ,Packt Publishing,14-Apr-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8028,"HACKING: Hacking Essentials, What You Must Know About Hacking ",The Hacking boy,"$3.99
                            
                            
                                
                                    Save $2.98 (43%)",Kindle Edition,B00W5PFGZM,,,,,,,14-Apr-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8029,Hacking Paypal: Get Loads Of Free Stuffs Online!,Thierry Comarmond,$4.95 ,Kindle Edition,B00W62JYVQ,,,,,,,14-Apr-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8030,Programming #18:C Programming Professional Made Easy & C++ Programming Professional Made Easy ,Sam Key,"$3.11
                            
                            
                                
                                    Save $13.77 (82%)",Kindle Edition,B00W6D5BOY,,,,,,,15-Apr-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8031,Programming #21:C Programming Professional Made Easy & Windows 8 Tips for Beginners ,Sam Key,"$3.11
                            
                            
                                
                                    Save $13.00 (81%)",Kindle Edition,B00W6LLR44,,,,,,,15-Apr-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8032,The App Store Domination Series Bundle That Will Blow Your Mind: Books 1-5,Robert D. Candle,$9.99 ,Kindle Edition,,,,,,,,,,,,,,,,,
8033,Internet of Things with the ESP8266: Create Exciting Internet of Things Projects Using the ESP8266 WiFi Chip,Marco Schwartz,$3.99 ,Kindle Edition,B00W9GZ0FS,,,,,,,16-Apr-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8034,Evernote for Beginners: Simple Guide with Proven Hacks and Tips to Mastering Evernote ,Rebecca Dwight,$2.99 ,Kindle Edition,B00WA7OQ1K,,,,,,,16-Apr-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8035,Apple Watch: Apple Watch User Manual ,Steve Bill,$2.99 ,Kindle Edition,B00WAAWSFI,,,,,,,16-Apr-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8036,Best Memes of 2014: A bundle with the most funny memes from 2014 ,Memes,$2.99 ,Kindle Edition,B00WC3SV7W,,,,,,,17-Apr-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8037,WhatsApp Hack: Computer Master,Gilbert Kofi Grunitzky,$2.99 ,Kindle Edition,B00WC85KIK,,,,,Computer Master ,Computer Master,17-Apr-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8038,Build or Buy: The best computer for Photoshop,Monia Mier,$0.99 ,Kindle Edition,B00WCYIQM6,,,,,,,18-Apr-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8039,Samsung Galaxy S6 User Guide: What you need to know about the GS6 ,Bot Guides,$0.99 ,Kindle Edition,B00WDIZIRM,,,,,,,18-Apr-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8040,How Not to Make Millions With Bitcoin: A Timeless Guide to A New Phenomenon,Nicholas Dinsmore,$1.99 ,Kindle Edition,B00WEFZW98,,,,,Booktango ,Booktango,19-Apr-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8041,Your New Android - A Beginner's Guide To Using Your New Tablet! ,Angela Murray,$2.99 ,Kindle Edition,B00WFHEEIA,,,,,Shaharm Publications ,Shaharm Publications,19-Apr-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8042,How To Get Your First Job As A Web Developer: Go From Making $15k a Year  To Making $70k a Year,Laurence Shaw,$2.99 ,Kindle Edition,B00WFSDOSK,,,,,Laurence Shaw,Laurence Shaw,20-Apr-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8043,Amazon Echo: Amazon Echo User Guide ,Scott Davidson,"$2.99
                            
                            
                                
                                    Save $11.66 (80%)",Kindle Edition,B00WGZ3EE6,,,,,,,20-Apr-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8044,Tor Alternatives: How to be Anonymous Online,A. M. Eydie,$4.99 ,Kindle Edition,B00WH9NHJI,,,,,,,21-Apr-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8045,Email Marketing - Como Crear Campañas de Email Marketing de Exito Paso a Paso - Ideal Principiantes -: Guía Paso a Paso para Creación de Campañas de Email Marketing Exitosas. ,Nicolás Ciana,$3.99 ,Kindle Edition,B00WHKZAX8,,,,,,,21-Apr-15,"Amazon Digital Services,  Inc.",Spanish,,,,,,,
8046,5 Ninja Insights For Developing Your App That Will Blow Your Mind ,Robert D. Candle,$2.99 ,Kindle Edition,B00WHQD01G,,,,,,,21-Apr-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8047,25 Timeless Minecraft Riddles,"Yerahmeel ""NightSpawn"" V.",$2.99 ,Kindle Edition,B00WIFZJ24,,,,,"Yerahmeel ""NightSpawn"" V.","Yerahmeel ""NightSpawn"" V.",21-Apr-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8048,Android For Beginners: Basic Features And Customization Of Android: ,Lou Esposito,$2.99 ,Kindle Edition,B00WITH56S,,,,,Jowee publishing,Jowee publishing,21-Apr-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8049,Microsoft Azure Essentials Azure Automation,Michael McKeown,$0.00 ,Kindle Edition,B00WL2734G,,,,,Microsoft Press,Microsoft Press,10-Apr-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8050,TAPPEDmethod: Rapid iOS Game Development,Matt Akins,"$0.00
                            
                            
                                
                                    Save $0.99 (100%)",Kindle Edition,B00WLAW7RQ,,,,,Palette ,Palette,22-Apr-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8051,Android Tips and Tricks,Reece Jackson,$1.10 ,Kindle Edition,B00WNM632C,,,,,Reece Jackson ,Reece Jackson,23-Apr-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8052,VirtualBox at Warp Speed: Virtualization with VirtualBox,Senthil Nathan,$9.99 ,Kindle Edition,B00WNU1BFS,,,,,Senthil Nathan,Senthil Nathan,24-Apr-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8053,Apple Watch: Apple Watch 101 Guide ,Ryan Tracy# Mary Moss# Ryan Tracy,$2.99 ,Kindle Edition,B00WO3O3R2,,,,,,,24-Apr-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8054,iOS 8 Programming with Swift: A Step By Step Guide Book for Beginners. Create Your Own App in One Day!,Kevin Lyn.,$2.99 ,Kindle Edition,B00WO7FVDS,,,,,,,24-Apr-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8055,Python Programming: A Step by Step Guide Book. Learn PYTHON Programming Language in A Day!,Kevin Lyn.,$2.99 ,Kindle Edition,B00WOJEEJI,,,,,,,24-Apr-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8056,Linux Command Line: The Best Introduction to the Linux System for beginners,William Rowley,$3.99 ,Kindle Edition,B00WOJEGAA,,,,,,,24-Apr-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8057,Far Cry 3 Game Guide,Jason Bertrand,$2.99 ,Kindle Edition,B00WQ5CQLS,,,,,,,25-Apr-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8058,Eagle Semen: The Story of TechTV Employee Number One,Russ Pitts,$2.99 ,Kindle Edition,B00WS61FT4,,,,,,,27-Apr-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8059,Game based learning mustard fat vol.1- you must know. ,Wasabi,$0.00 ,Kindle Edition,B00WSBY2WQ,,,,,ZHE JIANG PUBLISHING UNITED GROUP ,ZHE JIANG PUBLISHING UNITED GROUP,28-Apr-15,"Amazon Digital Services,  Inc.",Chinese,,,,,,,
8060,"How to Create 10,000 Twitter Followers in 6 Weeks: How I Generated 1.5 Million Twitter Followers in 13 Months",Charles Edgar,$3.99 ,Kindle Edition,B00WTCCXNY,,,,,,,27-Apr-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8061,A Cord-Cutters Guide to Streaming Entertainment,Edward Jones,$0.99 ,Kindle Edition,B00WTTSRBO,,,,,Amazon Digital Services ,Amazon Digital Services,28-Apr-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8062,Get It Done: Pathway To Productivity: Overcome Procrastination By Acheiving Productivity in 7 Short Days ,Justin Kays,$2.99 ,Kindle Edition,B00WTUBRGA,,,,,Top Tier Publishing,Top Tier Publishing,28-Apr-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8063,An Introduction To The World Of Hacking,James Steinbach,$2.99 ,Kindle Edition,B00WTZCYBW,,,,,,,28-Apr-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8064,"Computer Awareness Guide For All Competitive Exams: For IBPS, SSC, LIC, IT, Networking, Web Developer, Banking and Railways Recruitment Exams etc",MOHAMMAD KHAJA SHAREEF,$1.99 ,Kindle Edition,B00WURWZJA,,,,,Science Inspiration,Science Inspiration,28-Apr-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8065,Basic Introduction To Project Planning and Scheduling,Jackie Gilliland,$4.49 ,Kindle Edition,B00WV7BPCW,,,,,Jackie Gilliland,Jackie Gilliland,28-Apr-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8066,Online Privacy: An introduction to TOR network and online security: How to stay anonymous in the Internet,William Rowley,$3.99 ,Kindle Edition,B00WVEOSK6,,,,,,,28-Apr-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8067,How to Work as a Virtualization Administrator: VMware® Install How To and a Admin Guide ,Bradley Paul,$3.16 ,Kindle Edition,B00WW26ZE4,,,,,John316 ,John316,29-Apr-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8068,Apple Watch: The Best Tips & Support Guidebook ,Neo Monefa# Blake Jobs,"$2.99
                            
                            
                                
                                    Save $6.00 (67%)",Kindle Edition,,,,,,,,,,,,,,,,,
8069,JAVA: JAVA for Beginners - The Quick and Simple Way to Learn JAVA - Programming Language for JAVA: JAVASCRIPT: Java Programming ,David Lawfield# JAVA JAVASCRIPT# David Lawfield,$2.99 ,Kindle Edition,B00WYN26Y4,,,,,,,30-Apr-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8070,"Hacking: Ultimate Hacking for Beginners, How to Hack ",Andrew Mckinnon,"$2.99
                            
                            
                                
                                    Save $13.88 (82%)",Kindle Edition,B00WZFEH7U,,,,,,,30-Apr-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8071,CBAP® - FLASHCARDS: CBAP® - FAST TRACK : STUDY GUIDE ,THIYAGARAJAN PERUMAL,$3.99 ,Kindle Edition,B00X0LENTK,,,,,www.projectmgtcoach.com ,www.projectmgtcoach.com,1-May-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8072,"HTML: HTML5, JavaScript and jQuery - Learn HTML Programming FAST: The Ultimate HTML Programming Crash Course! ",M.J. Brown,$2.99 ,Kindle Edition,B00X2TG0VE,,,,,,,2-May-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8073,How to Build the Schwedagon Pagoda ,Dogwood Apps,$2.99 ,Kindle Edition,B00X48WJOA,,,,,,,3-May-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8074,"Raspberry Pi 2: Basic User Guide for Projects, Operating System, and Programming ",Clifford Johnson,$2.99 ,Kindle Edition,B00X4UY5EK,,,,,,,3-May-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8075,"PCI Express Technology: Comprehensive Guide to Generations 1.x, 2.x and 3.0",Mike Jackson# Ravi Budruk# Mike Jackson,$40.00 ,Kindle Edition,B00X51ZK0G,,,,,MindShare Press ,MindShare Press,4-May-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8076,"HTML5: The Fast Way - HTML5 Programming Crash Course, Learn HTML5 Today! ",Eng. Alexander Mosgov,$2.99 ,Kindle Edition,B00X69010G,,,,,,,4-May-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8077,IIS 8 Administration: The Personal Trainer for IIS 8.0 and IIS 8.5 ,William Stanek,"$9.99
                            
                            
                                
                                    Save $30.00 (75%)",Kindle Edition,,,,,,,,,,,,,,,,,
8078,Windows Group Policy: The Personal Trainer for Windows Server 2012 and Windows Server 2012 R2 ,William Stanek,"$9.99
                            
                            
                                
                                    Save $30.00 (75%)",Kindle Edition,,,,,,,,,,,,,,,,,
8079,Active Directory Administration for Windows Server 2012 & Windows Server 2012 R2: The Personal Trainer ,William Stanek,"$9.99
                            
                            
                                
                                    Save $30.00 (75%)",Kindle Edition,,,,,,,,,,,,,,,,,
8080,"Apple Watch: Apple Watch Guide, Tips and Tricks ",Nicholas Walker,$2.99 ,Kindle Edition,B00X8UQ25Q,,,,,,,5-May-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8081,Programming #49:Python Programming Professional Made Easy & JavaScript Professional Programming Made Easy ,Sam Key,"$3.01
                            
                            
                                
                                    Save $28.00 (90%)",Kindle Edition,B00XAFK0JS,,,,,,,6-May-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8082,Microsoft Azure Essentials Azure Machine Learning,Jeff Barnes,$0.00 ,Kindle Edition,B00XANZZTA,,,,,Microsoft Press,Microsoft Press,25-Apr-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8083,Building a Computer in 2015,Eli Dvoskin,$2.99 ,Kindle Edition,B00XBFC6XA,,,,,,,7-May-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8084,Chapter 6: Working with Images and Multimedia in eBooks ,Pariah Burke,$4.99 ,Kindle Edition,B00XD7UA4S,,,,,Pariah Burke,Pariah Burke,7-May-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8085,Apple Watch Guide: The User Manual to Unleash Your Smartwatch!,Shelby Johnson,"$2.51
                            
                            
                                
                                    Save $4.48 (64%)",Kindle Edition,B00XDRLRWM,,,,,,,8-May-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8086,"Computer Knowledge Guide For All Competitive Exams: For IBPS, SSC, LIC, IT, Networking, Web Developer, Banking and Railways Recruitment Exams",MOHAMMAD KHAJA SHAREEF,$1.99 ,Kindle Edition,B00XEBZ1RE,,,,,Science Inspiration,Science Inspiration,8-May-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8087,The Windows Computer Tuning Manual,Chris Mills,$5.00 ,Kindle Edition,B00XFLXGZ2,,,,,,,9-May-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8088,Ruby: Learn Ruby With Ultimate Zero to Hero Programming Crash Course for Beginners ,Paul Madoff,$2.99 ,Kindle Edition,B00XFUQ50Q,,,,,,,9-May-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8089,SoLoMo : Créer un Site Web mobile-friendly tout seul ,Jean-Baptiste Viet,$0.99 ,Kindle Edition,B00XGKC0JU,,,,,Jeanviet ,Jeanviet,9-May-15,"Amazon Digital Services,  Inc.",French,,,,,,,
8090,Paypal Account Hack: Computer Master,Gilbert Kofi Grunitzky,$2.99 ,Kindle Edition,B00XGWKS7O,,,,,Computer Master ,Computer Master,9-May-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8091,Вселенная Паши Коноплёва ,Коноплёва Наталья# Коноплёв Игорь# Коноплёва Наталья,$0.15 ,Kindle Edition,,,,,,,,,,,,,,,,,
8092,Steve Jobs VS Bill Gates: Men of Visions and Innovations ,VS HEROES,$0.99 ,Kindle Edition,B00XMBVORW,,,,,VS HEROES ,VS HEROES,13-May-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8093,"GALAXY S6: Samsung Galaxy S6 Unofficial User Guide: Software, Apps, Hardware ",Samuel Robert,$2.99 ,Kindle Edition,B00XMIBR18,,,,,,,13-May-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8094,"SQL: Teach Yourself SQL Database Programming, SQL Server, SQL queries ",Robert Scott,$2.99 ,Kindle Edition,B00XMJKCJ0,,,,,,,13-May-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8095,7 ways to be successful in Information Technology,Keestu Tappali Ekanathan,"$0.99
                            
                            
                                
                                    Save $2.01 (67%)",Kindle Edition,B00XMTMKPE,,,,,T.E.Keestu ,T.E.Keestu,13-May-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8096,CISSP In 3 Weeks: The Only Step-by-Step CISSP - DIY Instruction Manual,Nichel James,$9.99 ,Kindle Edition,B00XN4OI0I,,,,,,,15-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8097,Amazon Fire TV Stick User Guide: An Ultimate Guide for Mastering your Media Player ,Brian G.,$2.99 ,Kindle Edition,B00XPZ521E,,,,,,,14-May-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8098,The Android Realm Digest: 05.15.2015 No Root Needed,Neil Patel,$0.99 ,Kindle Edition,B00XQE88DI,,,,,,,14-May-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8099,"UNIX:  Operating System Success in a Day: Beginners Guide to Fast, Easy and Efficient Learning of UNIX Operating Systems! ",Sam Key,"$2.99
                            
                            
                                
                                    Save $11.12 (79%)",Kindle Edition,B00XQFWGDA,,,,,,,14-May-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8100,How to Use Google Webmaster Tools to Maximize Your Site's SEO Impact: Now Known as Google Search Console,Andrea McCarthy Wasik,$2.99 ,Kindle Edition,B00XTDQWXE,,,,,,,16-May-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8101,Memes for YOU!: Here is a big fat bundle with some awesome memes!,Memes,$2.99 ,Kindle Edition,B00XTWDKL2,,,,,,,17-May-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8102,"YouTube: Cómo ganar $ 1,000 + Un Mes: Ganar dinero con un canal de YouTube ",Roxana Coumans,$0.99 ,Kindle Edition,B00XVU03YO,,,,,,,18-May-15,"Amazon Digital Services,  Inc.",Spanish,,,,,,,
8103,How to Become a Programmer: Everything ,Williams Mc Louren,$2.99 ,Kindle Edition,B00XYS85RU,,,,,,,19-May-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8104,Computers and Caring: Using Technology to Help Us Care,Erik Mueller,"$2.99
                            
                            
                                
                                    Save $10.48 (78%)",Kindle Edition,,,,,,,,,,,,,,,,,
8105,SEO 2015: Simple SEO Techniques that will save you a fortune! Your guide to the secrets online marketing professionals really don't want you to know. ,Andrew Prendergast,$2.99 ,Kindle Edition,B00Y0VVP4U,,,,,,,20-May-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8106,"A Joosr Guide to... The Innovators by Walter Isaacson: How a Group of Hackers, Geniuses and Geeks Created the Digital Revolution",Joosr,$2.99 ,Kindle Edition,B00Y176Z5C,,,,,Joosr ,Joosr,5-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8107,How to become a better UX Designer: A practical guidebook for UX Designers working in the Scrum methodology,Michal Aleksander# Joanna Lawniczak# Michal Aleksander# Karolina Radon# Joanna Lawniczak# Roman Slocinski# Karolina Radon# Aleksandra Grochowska-Levin# Roman Slocinski,$5.99 ,Kindle Edition,B00Y1VDP0Q,,,,,Michal Aleksander,Michal Aleksander,21-May-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8108,"Apps: Beginner's Guide For App Programming, App Development, App Design ",Steve Clinton# Scott Davidson# Steve Clinton,$2.99 ,Kindle Edition,B00Y32OQ38,,,,,,,21-May-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8109,"Hacking: Beginner's Guide for Computer Hacking, Mobile Hacking, and Penetrate Tests Book ",Bill Adams,$2.99 ,Kindle Edition,B00Y33IPRU,,,,,,,21-May-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8110,Udemy: A Beginner's Guide to Making Money Selling Courses with Tips and Secrets to Turn Your Knowledge into Income for Life ,Clara Stevens,$2.99 ,Kindle Edition,B00Y3JNQR8,,,,,,,21-May-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8111,LEARN to Build a Security Operation Centre in 1 Day: and LEARN IT WELL,Kenneth Ho,$2.99 ,Kindle Edition,B00Y3UWZTM,,,,,Kenneth Ho ,Kenneth Ho,21-May-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8112,"Paperwhite Users Manual: The Complete Guide To Getting Started With Your Kindle Paperwhite, Plus How To Find Unlimited Free Books And Other Advanced Hacks ",James Newton,"$2.99
                            
                            
                                
                                    Save $5.96 (67%)",Kindle Edition,B00Y58V2B4,,,,,,,22-May-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8113,Kaleidoscope,App,$4.99 ,Kindle Edition,B00Y5PCWG6,,,,,Howard Designs & Publications,Howard Designs & Publications,22-May-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8114,"BIG DATA MEETS LITTLE DATA: BASIC HADOOP TO ANDROID AND ARDUINO WITH THE CLOUD, SAS AND APACHE OPEN SOURCE",Keith Jones,$9.99 ,Kindle Edition,B00Y5TG3LC,,,,,QUALIMATICS PRESS ,QUALIMATICS PRESS,22-May-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8115,Quit Law and Code: A Guide to Transition from Law to App Development,William Ha,$9.99 ,Kindle Edition,,,,,,,,,,,,,,,,,
8116,"How to Make Recurring Money by Hosting WordPress Sites: Using Ubuntu Linux, Nginx, Amazon S3, and RamNode",TJ Nevis# Ashley Nevis,$4.99 ,Kindle Edition,B00Y762ABU,,,,,,,23-May-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8117,"Free Books: Get Unlimited Free Kindle Books From OverDrive, Your Public Library, Amazon's Kindle Lending Library, and Other Free Sources",Steve Weber,"$0.99
                            
                            
                                
                                    Save $11.96 (92%)",Kindle Edition,,,,,,,,,,,,,,,,,
8118,Future Food: How Cutting Edge Technology & 3D Printing Will Change the Way You Eat ,Aaron Council# Michael Petch# Edward Long# Linda Lawson,$9.99 ,Kindle Edition,B00Y9BPZVU,,,,,"GYGES3DCOM, LLC","GYGES3DCOM, LLC",16-Jun-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8119,Lean User Testing: Eine Schritt-für-Schritt-Anleitung für Do-It-Yourself-Anwendertests ,Stefan Wolpers# Jourdan Ritchey,$2.99 ,Kindle Edition,B00YB23XMU,,,,,Berlin Product People GmbH ,Berlin Product People GmbH,25-May-15,"Amazon Digital Services,  Inc.",German,,,,,,,
8120,APP Development: The Quick and Simple Way to Learn App Development: Android and iPhone App Development: App Development ,David Lawfield# App Development# David Lawfield,$2.99 ,Kindle Edition,B00YB4ZDPI,,,,,,,25-May-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8121,Microsoft Surface 3: A Beginner's Guide,Matthew Hollinder,"$3.03
                            
                            
                                
                                    Save $6.96 (70%)",Kindle Edition,B00YBXXVWQ,,,,,Conceptual Kings,Conceptual Kings,26-May-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8122,Mastering Excel: SUMPRODUCT,Mark Moore,$2.99 ,Kindle Edition,B00YCGRKM4,,,,,,,26-May-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8123,Unlimited Thanks,Laurent Martin,$0.99 ,Kindle Edition,B00YDG5SF4,,,,,,,26-May-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8124,"PHP: MySQL & PHP Programming Guide - Web Development, Database & Hacking ",Robert Scott,$2.99 ,Kindle Edition,B00YFP9QQK,,,,,,,27-May-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8125,The Silicon Valley Guide to Becoming a Six-Figure Marketing Consultant: How to move from the Tech Cube to an Independent Marketing Career,Alison Sokoloff,$2.99 ,Kindle Edition,B00YFSDPLO,,,,,,,27-May-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8126,How to STUDY: The 9 EASY Steps to Become a Straight-A Student in EVERY Subject: ,Natalee Pena# Nicole Anderson# Natalee Pena,$2.99 ,Kindle Edition,B00YG8UF3O,,,,,How to Study ,How to Study,28-May-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8127,"Drone, Glitch and Noise: Making Experimental Music on iPads and iPhones ",Clif Johnston,$2.99 ,Kindle Edition,,,,,,,,,,,,,,,,,
8128,Office 365 for Exchange Professionals: May 2015 edition,Tony Redmond# Paul Cunningham# Michael Van Horenbeeck# Jeff Guillet,$9.99 ,Kindle Edition,B00YJCYUK6,,,,,Tony Redmond,Tony Redmond,29-May-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8129,7 Steps to Your First iPhone App: How to Create Your First iPhone Game Without Any Programming Experience or Outsourcing,Jalaluddin Jabarkhiel,$2.99 ,Kindle Edition,B00YJWYNOY,,,,,,,29-May-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8130,The Ultimate Companion for 3D Printer Kits: with Marlin firmware instructions V1.0,Johannes De Beer,$7.99 ,Kindle Edition,B00YMF5DME,,,,,,,31-May-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8131,Get Started with Linux: Working with Files and Directories in the Command Line,Matt Vogel,$2.99 ,Kindle Edition,B00YNR6L72,,,,,,,31-May-15,"Amazon Digital Services,  Inc.",English,,,,,,,
8132,The #1 Guide for Network & IT Engineer Job Seekers,Greg Lee,$2.99 ,Kindle Edition,B00YNRSHT2,,,,,Greg Thompson,Greg Thompson,31-May-15,"Amazon Digital Services,  Inc.",English,,,,,,,
