#key=_id
#rtable=POINTER
#foreign_key_ltable=ltable.ID
#foreign_key_rtable=rtable.ID
#ltable=POINTER
_id,ltable.ID,rtable.ID,ltable.Title,ltable.Author,ltable.ISBN_13,ltable.Publisher,rtable.Title,rtable.Author,rtable.ISBN_13,rtable.Publisher,gold
585479,3323,500,Computers For Seniors For Dummies,Nancy C. Muir,978-1119049555,For Dummies,iPhone For Dummies,Edward C. Baig# Bob LeVitus,978-1118932162,Wiley,0
586738,3327,5931,Teach Yourself VISUALLY Excel 2016,Paul McFedries,,,Teach Yourself VISUALLY Complete Mac Pro,Paul McFedries,978-1118826454,Wiley,0
586787,3327,855,Teach Yourself VISUALLY Excel 2016,Paul McFedries,,,Teach Yourself VISUALLY Windows 7,Paul McFedries,978-0470503867,Wiley,0
586845,3328,3631,Outlook 2016 For Dummies,Bill Dyszel,,,AARP Outlook 2010 For Dummies,Bill Dyszel,978-1118232316,Wiley,0
586911,3328,9485,Outlook 2016 For Dummies,Bill Dyszel,,,C# 2010 All-in-One For Dummies,Bill Sempf# Stephen Randy Davis# Charles Sphar,978-0470563489,Wiley,0
586947,3329,341,Excel 2016 For Dummies Book + Online Videos Bundle,Greg Harvey,,,"Excel 2013 For Dummies, Book + DVD Bundle",Greg Harvey,978-1118559802,Wiley,0
587103,3330,4439,Excel VBA Programming For Dummies,John Walkenbach,978-1119077398,For Dummies,Excel 2007 VBA Programmer's Reference,John Green# Michael Alexander# Stephen Bullen# Rob Bovey,978-0470046432,Wiley,0
587122,3330,4908,Excel VBA Programming For Dummies,John Walkenbach,978-1119077398,For Dummies,Mobile Marketing For Dummies,Michael Becker# John Arnold,978-0470616680,Wiley,0
587365,3332,972,Teach Yourself VISUALLY Samsung Galaxy S6,Guy Hart-Davis,978-1119113492,Visual,Teach Yourself VISUALLY Android Phones and Tablets,Guy Hart-Davis,978-1118646618,Wiley,0
587431,3334,1123,NFC For Dummies,Robert R. Sabella,,,C++ For Dummies,Stephen R. Davis,978-1118823774,Wiley,0
591819,3355,5569,"New Perspectives on Adobe Dreamweaver CS6, Comprehensive",Kelly Hart# Mitch Geller# Kelly Hart,978-1133525820,Course Technology,"New Perspectives on Adobe Photoshop CS6, Comprehensive",Jane Hosie-Bounar# Kelly Hart# Mitch Geller,978-1133526315,Cengage Learning,0
594290,3376,5323,Computer Concepts and Microsoft Office 2010 Illustrated,June Jamrich Parsons# Dan Oja# June Jamrich Parsons# David W. Beskeen# Dan Oja# Carol M. Cram# David W. Beskeen# Jennifer Duffy# Carol M. Cram,978-1133611547,Course Technology,"Microsoft Office 2013: Illustrated, Second Course",David W. Beskeen# Carol M. Cram# Jennifer Duffy,978-1285082264,Cengage Learning,0
598383,3412,7063,How to Build an Android: The True Story of Philip K. Dick's Robotic Resurrection,David F. Dufty,978-1250032157,Picador,How to Build an Android: The True Story of Philip K. Dick's Robotic Resurrection,David F. Dufty,978-1250032157,Picador,1
602069,3435,2556,Practical Microsoft Office 2013,June Jamrich Parsons# Dan Oja# June Jamrich Parsons,978-1285075990,Course Technology,Practical Microsoft Office 2013 (with CD-ROM),June Jamrich Parsons,978-1285075990,Cengage Learning,1
602158,3438,1105,"New Perspectives on Microsoft Windows 8, Comprehensive",June Jamrich Parsons# Dan Oja# June Jamrich Parsons# Lisa Ruffolo# Dan Oja,978-1285080871,Course Technology,New Perspectives on Microsoft Excel 2010: Comprehensive,June Jamrich Parsons# Roy Ageloff# Patrick Carey# Dan Oja,978-0538742917,Cengage Learning,0
602397,3440,2092,"New Perspectives on Microsoft Windows 8, Brief",June Jamrich Parsons# Dan Oja# June Jamrich Parsons# Lisa Ruffolo# Dan Oja,978-1285080918,Course Technology,"New Perspectives on Microsoft Windows 8, Comprehensive",June Jamrich Parsons,978-1285080871,Cengage Learning,0
602413,3440,3132,"New Perspectives on Microsoft Windows 8, Brief",June Jamrich Parsons# Dan Oja# June Jamrich Parsons# Lisa Ruffolo# Dan Oja,978-1285080918,Course Technology,"New Perspectives on Microsoft Office Access 2010, Introductory",Joseph J. Adamski# Dan Oja# Kathy T. Finnegan,978-0538798488,Cengage Learning,0
602423,3440,4256,"New Perspectives on Microsoft Windows 8, Brief",June Jamrich Parsons# Dan Oja# June Jamrich Parsons# Lisa Ruffolo# Dan Oja,978-1285080918,Course Technology,"New Perspectives on Microsoft Windows 8, Introductory",June Jamrich Parsons,978-1285080888,Cengage Learning,0
603455,3443,208,"Microsoft Office 2013: Illustrated Introductory, First Course",David W. Beskeen,978-1285088457,Course Technology,"Microsoft Office 2013: Illustrated Introductory, First Course",David W. Beskeen,978-1285088488,Cengage Learning,1
604047,3445,1460,Computer Concepts and Microsoft Office 2013: Illustrated,June Jamrich Parsons# Dan Oja# David W. Beskeen# Dan Oja# Carol M. Cram# David W. Beskeen# Jennifer Duffy# Carol M. Cram,978-1285092904,Course Technology,"Microsoft Office 2010: Illustrated Introductory, First Course / Edition 1",David W. Beskeen# Carol Cram# Jennifer Duffy# Lisa Friedrichsen,978-0538747158,Cengage Learning,0
604857,3446,4448,Microsoft Word 2013: Illustrated Complete,Jennifer Duffy# Carol Cram# Jennifer Duffy,978-1285093116,Course Technology,Microsoft Office Word 2010: Illustrated Brief / Edition 1,Jennifer Duffy,978-0538748223,Cengage Learning,0
604975,3449,1460,Microsoft Access 2013: Illustrated Introductory,Lisa Friedrichsen,978-1285093284,Course Technology,"Microsoft Office 2010: Illustrated Introductory, First Course / Edition 1",David W. Beskeen# Carol Cram# Jennifer Duffy# Lisa Friedrichsen,978-0538747158,Cengage Learning,0
605197,3450,4450,Illustrated Course Guide: Microsoft PowerPoint 2013 Basic,David W. Beskeen,978-1285093451,Course Technology,Microsoft PowerPoint 2010: Illustrated Brief / Edition 1,David W. Beskeen,978-0538748308,Cengage Learning,0
605620,3452,1105,New Perspectives on Computer Concepts 2014: Brief,June Jamrich Parsons# Dan Oja,978-1285097695,Course Technology,New Perspectives on Microsoft Excel 2010: Comprehensive,June Jamrich Parsons# Roy Ageloff# Patrick Carey# Dan Oja,978-0538742917,Cengage Learning,0
606081,3454,796,"New Perspectives on Microsoft Access 2013, Comprehensive",Joseph J. Adamski# Kathy T. Finnegan# Joseph J. Adamski# Sharon Scollard# Kathy T. Finnegan,978-1285099200,Course Technology,"New Perspectives on Microsoft Access 2013, Brief",Joseph J. Adamski,978-1285099224,Cengage Learning,0
606132,3454,933,"New Perspectives on Microsoft Access 2013, Comprehensive",Joseph J. Adamski# Kathy T. Finnegan# Joseph J. Adamski# Sharon Scollard# Kathy T. Finnegan,978-1285099200,Course Technology,"Exploring: Microsoft Word 2013, Comprehensive / Edition 1",Lynn Hogan# Linda Lau# Robert T. Grauer# Mary Anne Poatsy,978-0133412222,Prentice Hall,0
606862,3459,1105,"New Perspectives on Microsoft Office 2013, First Course",Ann Shaffer# Patrick Carey# Ann Shaffer# June Jamrich Parsons# Patrick Carey# Dan Oja# June Jamrich Parsons# Kathy T. Finnegan# Dan Oja,978-1285167640,Course Technology,New Perspectives on Microsoft Excel 2010: Comprehensive,June Jamrich Parsons# Roy Ageloff# Patrick Carey# Dan Oja,978-0538742917,Cengage Learning,0
606924,3459,379,"New Perspectives on Microsoft Office 2013, First Course",Ann Shaffer# Patrick Carey# Ann Shaffer# June Jamrich Parsons# Patrick Carey# Dan Oja# June Jamrich Parsons# Kathy T. Finnegan# Dan Oja,978-1285167640,Course Technology,"New Perspectives on Microsoft Excel 2013, Introductory",June Jamrich Parsons,978-1285169361,Cengage Learning,0
607263,3460,4935,"New Perspectives on Microsoft Office 2013, Second Course",Ann Shaffer# Patrick Carey# Roy Ageloff# Patrick Carey# S. Scott Zimmerman# Roy Ageloff# Beverly B. Zimmerman# S. Scott Zimmerman,978-1285167756,Course Technology,"New Perspectives on Microsoft PowerPoint 2010, Comprehensive",S. Scott Zimmerman# Beverly B. Zimmerman# Katherine T. Pinard,978-0538753722,Cengage Learning,0
607807,3461,7433,Microsoft Excel 2013: Comprehensive,Steven M. Freund# Mali Jones# Joy L. Starks# Mali Jones,978-1285168432,Course Technology,GO! with Microsoft Word 2013 Comprehensive / Edition 1,Shelley Gaskin# Carol L. Martin# Alicia Vargas,978-0133417463,Prentice Hall,0
609045,3469,3728,Using Quickbooks Accountant 2014,Glenn Owen,978-1285183428,South-Western College Pub,Using QuickBooks Accountant 2015 for Accounting (with CD-ROM and Data File CD-ROM),Glenn Owen,978-1305084773,Cengage Learning,0
614398,3491,3132,"New Perspectives on Computer Concepts 2014, Introductory",June Jamrich Parsons# Dan Oja,,,"New Perspectives on Microsoft Office Access 2010, Introductory",Joseph J. Adamski# Dan Oja# Kathy T. Finnegan,978-0538798488,Cengage Learning,0
614420,3491,5400,"New Perspectives on Computer Concepts 2014, Introductory",June Jamrich Parsons# Dan Oja,,,"New Perspectives on Microsoft Windows 7, Introductory / Edition 2",June Jamrich Parsons# Lisa Ruffolo# Patrick Carey# Dan Oja,978-0538746014,Cengage Learning,0
614457,3491,8771,"New Perspectives on Computer Concepts 2014, Introductory",June Jamrich Parsons# Dan Oja,,,Computer Concepts: Illustrated Introductory / Edition 8,Dan Oja# June Parsons,978-0538749398,Cengage Learning,0
614972,3496,3099,Adobe Photoshop Creative Cloud Revealed Update,Elizabeth Eisner Reding,978-1285842370,Course Technology,Adobe Photoshop CS6 Revealed,Elizabeth Eisner Reding,978-1133693222,Cengage Learning,0
615021,3498,1748,Adobe Illustrator Creative Cloud Revealed Update,Chris Botello,978-1285843285,Course Technology,Adobe Illustrator CS6 Illustrated,Chris Botello,978-1133526407,Cengage Learning,0
615063,3498,4906,Adobe Illustrator Creative Cloud Revealed Update,Chris Botello,978-1285843285,Course Technology,Adobe Illustrator Creative Cloud Revealed Update (with CourseMate Printed Access Card),Chris Botello,978-1285843285,Cengage Learning,1
615298,3501,5396,"MCSA Guide to Configuring Advanced Microsoft Windows Server 2012 /R2 Services, Exam 70-412",Greg Tomsho,978-1285863566,Course Technology,MCTS Guide to Configuring Microsoft Windows Server 2008 Active Directory (Exam #70-640) / Edition 1,Greg Tomsho,978-1423902355,Cengage Learning,0
619249,3526,2780,Oracle 11G: SQL,Joan Casteel,978-1305268029,Course Technology,Oracle 12c: SQL,Joan Casteel,978-1305251038,Cengage Learning,0
621725,3535,5323,Enhanced Computer Concepts and Microsoft Office 2013 Illustrated,June Jamrich Parsons# Dan Oja# June Jamrich Parsons# David W. Beskeen# Dan Oja# Carol M. Cram# David W. Beskeen# Jennifer Duffy# Carol M. Cram,978-1305409019,Course Technology,"Microsoft Office 2013: Illustrated, Second Course",David W. Beskeen# Carol M. Cram# Jennifer Duffy,978-1285082264,Cengage Learning,0
624537,3561,7172,Game Development Essentials: Game Level Design,Jeannie Novak# Travis Castillo,978-1401878641,Course Technology,Game Development Essentials: Gameplay Mechanics / Edition 1,Troy Dunniway# Jeannie Novak,978-1418052690,Cengage Learning,0
636349,3624,4427,"Fake: Forgery, Lies, & eBay",Kenneth Walton,,,"Fake: Forgery, Lies, and Ebay",Kenneth Walton,978-1416948056,Gallery Books,1
636578,3628,5170,Game Development Essentials: Game Project Management,John Hight# Jeannie Novak,978-1418015411,Course Technology,Game Development Essentials: Game QA & Testing / Edition 1,Luis Levy# Jeannie Novak,978-1435439474,Cengage Learning,0
638738,3649,2697,CWSP Guide to Wireless Security,Mark Ciampa,978-1418836375,Course Technology,CWSP Guide to Wireless Security / Edition 1,Mark Ciampa,978-1418836375,Cengage Learning,1
639409,3656,2883,Guide to UNIX Using Linux,Michael Palmer,978-1418837235,Course Technology,Guide to UNIX Using Linux / Edition 4,Michael Palmer,978-1418837235,Cengage Learning,1
644876,3677,1649,"Teachers Discovering Computers: Integrating Technology and Digital Media in the Classroom, Fourth Edition",Gary B. Shelly# Thomas J. Cashman# Glenda A. Gunter# Randolph E. Gunter# Glenda A. Gunter,978-1418859879,Course Technology,Teachers Discovering Computers: Integrating Technology in a Connected World / Edition 7,Gary B. Shelly# Glenda A. Gunter# Randolph E. Gunter,978-1133526551,Cengage Learning,0
650626,3710,2971,Official,Joseph Steinberg# Harold F. Tipton# Joseph Steinberg,978-1420094435,Auerbach Publications,The Official Ubuntu Book,Matthew Helmke# Elizabeth Joseph# Jose Antonio Rey# Philip Ballew,978-0133905397,Prentice Hall,0
651510,3723,5944,Excel 2013,Inc. BarCharts,978-1423219996,QuickStudy,Excel 2013 On Demand,Steve Johnson# . Perspection Inc.,978-0789750488,Que,0
652237,3736,5455,Information Technology for Managers,George Reynolds,,,The Ethics of Information Technology and Business / Edition 1,Richard T. De George# Richard T. De George# DeGeorge,978-0631214250,Wiley,0
657045,3762,1105,"New Perspectives on Computer Concepts, 10th Edition, Comprehensive",June Jamrich Parsons# Dan Oja,978-1423906100,Thomson Course Technology,New Perspectives on Microsoft Excel 2010: Comprehensive,June Jamrich Parsons# Roy Ageloff# Patrick Carey# Dan Oja,978-0538742917,Cengage Learning,0
657055,3762,2092,"New Perspectives on Computer Concepts, 10th Edition, Comprehensive",June Jamrich Parsons# Dan Oja,978-1423906100,Thomson Course Technology,"New Perspectives on Microsoft Windows 8, Comprehensive",June Jamrich Parsons,978-1285080871,Cengage Learning,0
657177,3763,1649,Teachers Discovering Computers: Integrating Technology and Digital Media in the Classroom,Gary B. Shelly# Thomas J. Cashman# Glenda A. Gunter# Randolph E. Gunter# Glenda A. Gunter,978-1423911807,Course Technology,Teachers Discovering Computers: Integrating Technology in a Connected World / Edition 7,Gary B. Shelly# Glenda A. Gunter# Randolph E. Gunter,978-1133526551,Cengage Learning,0
659112,3766,4839,"Discovering Computers: Fundamentals, Fourth Edition",Gary B. Shelly# Thomas J. Cashman# Gary B. Shelly# Misty E. Vermaat# Thomas J. Cashman,978-1423912095,Course Technology,"SQL Fundamentals, Third Edition / Edition 3",John J. Patrick,978-0137126026,Prentice Hall,0
662139,3775,5491,Adobe Dreamweaver CS3 - Illustrated,Sherry Bishop,978-1423925712,Course Technology,Adobe Dreamweaver CS6 Revealed,Sherry Bishop,978-1133693208,Cengage Learning,0
665972,3817,1360,Beginning Python Visualization: Crafting Visual Transformation Scripts,Shai Vaingast,978-1430218432,Apress,Beginning Python Visualization: Crafting Visual Transformation Scripts / Edition 1,Shai Vaingast,978-1430218432,Apress,1
670528,3837,8896,Enterprise iPhone and iPad Administrator's Guide,Charles Edge,978-1430230090,Apress,Enterprise Mac Administrator's Guide / Edition 1,Charles Edge# Zack Smith# Roderick Smith# Beau Hunter,978-1430224433,Apress,0
671036,3842,6194,Gamers at Work: Stories Behind the Games People Play,Morgan Ramsay# Peter Molyneux,978-1430233510,Apress,Gamers at Work: Stories Behind the Games People Play,Morgan Ramsay,978-1430233510,Apress,1
674119,3853,8292,Pro SQL Server 2012 Reporting Services,Brian McDonald# Shawn McGehee# Rodney Landrum,978-1430238102,Apress,Microsoft SQL Server 2008 Reporting Services,Brian Larson,978-0071548083,McGraw-Hill Professional Publishing,0
676499,3872,6638,Building Your Own Electronics Lab: A Guide to Setting Up Your Own Gadget Workshop,Dale Wheat,978-1430243861,Apress,Building Your Own Electronics Lab: A Guide to Setting Up Your Own Gadget Workshop,Dale Wheat,978-1430243861,Apress,1
677733,3879,8766,"Big Data Imperatives: Enterprise Big Data Warehouse, BI Implementations and Analytics",Soumendra Mohanty# Madhu Jagadeesh# Harsha Srivatsa,978-1430248729,Apress,"Big Data Imperatives: Enterprise Big Data Warehouse, BI Implementations and Analytics",Soumendra Mohanty# Madhu Jagadeesh# Harsha Srivatsa,978-1430248729,Apress,1
679272,3888,8363,Learn Unity for 2D Game Development,Alan Thorn,978-1430262299,Apress,Pro Unity Game Development with C#,Alan Thorn,978-1430267461,Apress,0
682759,3914,2340,David Busch's Canon Powershot G10/G11 Guide to Digital Photography,David D. Busch# Alexander S. White,978-1435455351,Cengage Learning PTR,David Busch's Nikon V1 Guide to Digital Movie and Still Photography,David D. Busch,978-1133595915,Cengage Learning,0
682858,3914,3568,David Busch's Canon Powershot G10/G11 Guide to Digital Photography,David D. Busch# Alexander S. White,978-1435455351,Cengage Learning PTR,David Busch's Olympus OM-D E-M5 Guide to Digital Photography,David Busch,978-1285429977,Cengage Learning,0
682876,3914,3791,David Busch's Canon Powershot G10/G11 Guide to Digital Photography,David D. Busch# Alexander S. White,978-1435455351,Cengage Learning PTR,David Busch's Nikon D600 Guide to Digital SLR Photography,David D. Busch,978-1285428338,Cengage Learning,0
683050,3914,5970,David Busch's Canon Powershot G10/G11 Guide to Digital Photography,David D. Busch# Alexander S. White,978-1435455351,Cengage Learning PTR,David Busch's Nikon D5100 Guide to Digital SLR Photography,David D. Busch,978-1435460850,Cengage Learning,0
683071,3914,6228,David Busch's Canon Powershot G10/G11 Guide to Digital Photography,David D. Busch# Alexander S. White,978-1435455351,Cengage Learning PTR,David Busch's Nikon D90 Guide to Digital SLR Photography,David D. Busch,978-1598639056,Cengage Learning,0
683838,3917,519,Picture Yourself Learning Corel PaintShop Photo Pro X3,Diane Koers,978-1435456747,Cengage Learning PTR,Picture Yourself Learning Corel PaintShop Pro X7,Diane Koers,978-1305506077,Cengage Learning PTR,0
683978,3919,1687,David Busch's Olympus PEN EP-2 Guide to Digital Photography,David D. Busch# Dan Simon,978-1435457409,Cengage Learning PTR,David Busch's Canon EOS Rebel T3i/600D Guide to Digital SLR Photography,David D. Busch,978-1435460287,Cengage Learning,0
684186,3919,4562,David Busch's Olympus PEN EP-2 Guide to Digital Photography,David D. Busch# Dan Simon,978-1435457409,Cengage Learning PTR,David Busch's Nikon D4 Guide to Digital SLR Photography,David D. Busch,978-1285084589,Cengage Learning,0
684206,3919,4731,David Busch's Olympus PEN EP-2 Guide to Digital Photography,David D. Busch# Dan Simon,978-1435457409,Cengage Learning PTR,David Busch?s Nikon D5000 Guide to Digital SLR Photography / Edition 1,David D. Busch,978-1435454972,Cengage Learning,0
684754,3921,1687,David Busch's Mastering Digital SLR Photography,David D. Busch,978-1435458321,Cengage Learning PTR,David Busch's Canon EOS Rebel T3i/600D Guide to Digital SLR Photography,David D. Busch,978-1435460287,Cengage Learning,0
684853,3921,3568,David Busch's Mastering Digital SLR Photography,David D. Busch,978-1435458321,Cengage Learning PTR,David Busch's Olympus OM-D E-M5 Guide to Digital Photography,David Busch,978-1285429977,Cengage Learning,0
685086,3921,726,David Busch's Mastering Digital SLR Photography,David D. Busch,978-1435458321,Cengage Learning PTR,David Busch's Nikon D7100 Guide to Digital SLR Photography,David D. Busch,978-1285763095,Cengage Learning,0
686234,3929,3304,David Busch's Sony Alpha DSLR-A390/A290 Guide to Digital Photography,David D. Busch,978-1435459168,Cengage Learning PTR,David Busch's Canon EOS Rebel T3/1100D Guide to Digital SLR Photography,David D. Busch,978-1435460263,Cengage Learning,0
686275,3929,3824,David Busch's Sony Alpha DSLR-A390/A290 Guide to Digital Photography,David D. Busch,978-1435459168,Cengage Learning PTR,David Busch's Canon EOS 5D Mark II Guide to Digital SLR Photography,David D. Busch,978-1435454330,Cengage Learning,0
686438,3929,6311,David Busch's Sony Alpha DSLR-A390/A290 Guide to Digital Photography,David D. Busch,978-1435459168,Cengage Learning PTR,David Busch's Nikon D3000 Guide to Digital SLR Photography,David D. Busch,978-1435456334,Cengage Learning,0
686476,3929,6958,David Busch's Sony Alpha DSLR-A390/A290 Guide to Digital Photography,David D. Busch,978-1435459168,Cengage Learning PTR,David Busch's Nikon D60 Guide to Digital SLR Photography / Edition 1,David D. Busch,978-1598635775,Cengage Learning,0
686492,3929,726,David Busch's Sony Alpha DSLR-A390/A290 Guide to Digital Photography,David D. Busch,978-1435459168,Cengage Learning PTR,David Busch's Nikon D7100 Guide to Digital SLR Photography,David D. Busch,978-1285763095,Cengage Learning,0
686609,3929,9129,David Busch's Sony Alpha DSLR-A390/A290 Guide to Digital Photography,David D. Busch,978-1435459168,Cengage Learning PTR,David Busch's Sony Alpha NEX-5/NEX-3 Guide to Digital Photography,David D. Busch,978-1435459182,Cengage Learning,0
686851,3932,2340,David Busch's Canon EOS Rebel T3i/600D Guide to Digital SLR Photography,David D. Busch,978-1435460287,Cengage Learning PTR,David Busch's Nikon V1 Guide to Digital Movie and Still Photography,David D. Busch,978-1133595915,Cengage Learning,0
686884,3932,3007,David Busch's Canon EOS Rebel T3i/600D Guide to Digital SLR Photography,David D. Busch,978-1435460287,Cengage Learning PTR,David Busch's Nikon D5200 Guide to Digital SLR Photography,David D. Busch,978-1285759838,Cengage Learning,0
686923,3932,3596,David Busch's Canon EOS Rebel T3i/600D Guide to Digital SLR Photography,David D. Busch,978-1435460287,Cengage Learning PTR,David Busch's Canon Powershot G15 Guide to Digital Photography,David D. Busch,978-1285434667,Cengage Learning,0
686937,3932,3824,David Busch's Canon EOS Rebel T3i/600D Guide to Digital SLR Photography,David D. Busch,978-1435460287,Cengage Learning PTR,David Busch's Canon EOS 5D Mark II Guide to Digital SLR Photography,David D. Busch,978-1435454330,Cengage Learning,0
687010,3932,4856,David Busch's Canon EOS Rebel T3i/600D Guide to Digital SLR Photography,David D. Busch,978-1435460287,Cengage Learning PTR,David Busch's Mastering Digital SLR Photography / Edition 3,David D. Busch,978-1435458321,Cengage Learning,0
687215,3932,8080,David Busch's Canon EOS Rebel T3i/600D Guide to Digital SLR Photography,David D. Busch,978-1435460287,Cengage Learning PTR,David Busch's Canon EOS 50D Guide to Digital SLR Photography,David D. Busch,978-1598639049,Cengage Learning,0
687488,3933,3994,David Busch's Compact Field Guide for the Canon EOS Rebel T3/1100D,David D. Busch,978-1435460300,Cengage Learning PTR,David Busch's Compact Field Guide for the Nikon D7000,David D. Busch,978-1435459984,Cengage Learning,0
687586,3933,5495,David Busch's Compact Field Guide for the Canon EOS Rebel T3/1100D,David D. Busch,978-1435460300,Cengage Learning PTR,David Busch's Compact Field Guide for the Nikon D3100,David D. Busch,978-1435459946,Cengage Learning,0
687618,3933,6140,David Busch's Compact Field Guide for the Canon EOS Rebel T3/1100D,David D. Busch,978-1435460300,Cengage Learning PTR,David Busch's Compact Field Guide for the Nikon D4/D4s,David D. Busch,978-1285424842,Cengage Learning PTR,0
688333,3938,5088,Computer Forensics: Hard Disk and Operating Systems,EC-Council,978-1435483507,Course Technology,Computer Forensics: Hard Disk and Operating Systems / Edition 1,EC-Council,978-1435483507,Cengage Learning,1
689632,3955,5569,"New Perspectives on Adobe Dreamweaver CS4, Comprehensive",Kelly Hart# Mitch Geller# Kelly Hart,978-1439036051,Course Technology,"New Perspectives on Adobe Photoshop CS6, Comprehensive",Jane Hosie-Bounar# Kelly Hart# Mitch Geller,978-1133526315,Cengage Learning,0
690554,3960,6797,Microsoft Office 2010: Introductory,Gary B. Shelly# Misty E. Vermaat,978-1439078389,Course Technology,Microsoft Publisher 2010: Introductory / Edition 1,Gary B. Shelly,978-0538746175,Cengage Learning,0
690930,3964,6413,Microsoft PowerPoint 2010: Comprehensive,Gary B. Shelly# Susan L. Sebok,978-1439079034,Course Technology,Microsoft Outlook 2010: Complete,Gary B. Shelly,978-0538475303,Cengage Learning,0
700437,4009,4708,Cyber Security Essentials,James Graham# Ryan Olson# James Graham# Rick Howard,978-1439851234,Auerbach Publications,Oracle Essentials,Rick Greenwald# Robert Stackowiak# Jonathan Stern,978-1449343033,"O'Reilly Media, Incorporated",0
712159,4108,1991,Inside Cyber Warfare: Mapping the Cyber Underworld,Jeffrey Carr,978-1449310042,O'Reilly Media,Inside Cyber Warfare: Mapping the Cyber Underworld,Jeffrey Carr,978-1449310042,"O'Reilly Media, Incorporated",1
712409,4111,1,iPod: The Missing Manual,J. D. Biersdorfer# David Pogue,978-1449312855,O'Reilly Media,Windows 10: The Missing Manual,David Pogue,978-1491947173,"O'Reilly Media, Incorporated",0
712499,4111,2245,iPod: The Missing Manual,J. D. Biersdorfer# David Pogue,978-1449312855,O'Reilly Media,OS X Mountain Lion: The Missing Manual,David Pogue,978-1449330279,"O'Reilly Media, Incorporated",0
713144,4111,9734,iPod: The Missing Manual,J. D. Biersdorfer# David Pogue,978-1449312855,O'Reilly Media,"Mac OS X, Panther Edition: The Missing Manual",David Pogue,978-0596006150,"O'Reilly Media, Incorporated",0
716226,4132,3933,iPhone: The Missing Manual,David Pogue,978-1449362232,O'Reilly Media,OS X Mavericks: The Missing Manual,David Pogue,978-1449362249,"O'Reilly Media, Incorporated",0
716408,4132,7517,iPhone: The Missing Manual,David Pogue,978-1449362232,O'Reilly Media,David Pogue's Digital Photography: The Missing Manual,David Pogue,978-0596154035,"O'Reilly Media, Incorporated",0
717914,4139,9734,"Switching to the Mac: The Missing Manual, Mavericks Edition",David Pogue,,,"Mac OS X, Panther Edition: The Missing Manual",David Pogue,978-0596006150,"O'Reilly Media, Incorporated",0
717922,4139,9948,"Switching to the Mac: The Missing Manual, Mavericks Edition",David Pogue,,,Dreamweaver CS3: The Missing Manual: The Missing Manual,David Sawyer McFarland,978-0596554484,"O'Reilly Media, Incorporated",0
718234,4141,6075,Hackers & Painters: Big Ideas from the Computer Age,Paul Graham,978-1449389550,O'Reilly Media,Hackers and Painters: Big Ideas from the Computer Age,Paul Graham,978-1449389550,"O'Reilly Media, Incorporated",1
718584,4142,545,iMovie '11 & iDVD: The Missing Manual,David Pogue# Aaron Miller,978-1449393274,O'Reilly Media,CSS: The Missing Manual,David Sawyer McFarland,978-1491918050,"O'Reilly Media, Incorporated",0
718634,4142,6340,iMovie '11 & iDVD: The Missing Manual,David Pogue# Aaron Miller,978-1449393274,O'Reilly Media,Windows Vista: The Missing Manual,David Pogue,978-0596528270,"O'Reilly Media, Incorporated",0
733081,4255,1084,Introduction to Computer Networks and Cybersecurity,Chwan-Hwa (John) Wu# J. David Irwin# Chwan-Hwa (John) Wu,978-1466572133,CRC Press,Computer Networks / Edition 5,Andrew S. Tanenbaum# David J. Wetherall,978-0132126953,Pearson,0
738557,4302,9319,CCNA Interview Questions You'll Most Likely Be Asked,Vibrant Publishers,,,SQL Server Interview Questions You'll Most Likely Be Asked,Vibrant Publishers,294-0012693976,Vibrant Publishers,0
738565,4303,9382,Android Development Interview Questions You'll Most Likely Be Asked,Vibrant Publishers,978-1468170986,CreateSpace Independent Publishing Platform,HTML5 Interview Questions You'll Most Likely Be Asked,Vibrant Publishers,294-0013642874,Vibrant Publishers,0
743788,4356,1710,Windows Registry Troubleshooting,Mike Halsey MVP# Andrew Bettany MVP# Mike Halsey MVP,978-1484209936,Apress,Troubleshooting Windows 7 Inside Out,Mike Halsey,978-0735645202,Microsoft Press,0
744142,4358,6142,3D Printing with MatterControl,Joan Horvath# Rich Cameron,978-1484210567,Apress,Mastering 3D Printing,Joan Horvath,978-1484200261,Apress,0
744745,4367,4365,PMI-ACP Exam Prep Study Guide: Extra Preparation for PMI-ACP Certification Examination,Vivek Vaishampayan,,,PMI-Acp Exam Prep Study Guide: Extra Preparation for PMI-Acp Certification Examination,Pmp McTs PMI-Acp Vaishampayan,978-1491735565,"iUniverse, Incorporated",1
744873,4369,5028,Programming Google App Engine with Python: Build and Run Scalable Python Apps on Google's Infrastructure,Dan Sanderson,978-1491900253,O'Reilly Media,Programming Google App Engine with Python: Build and Run Scalable Python Apps on Google's Infrastructure,Dan Sanderson,978-1491900253,"O'Reilly Media, Incorporated",1
747946,4390,5767,Fundamentals of Windows 8.1,Kevin Wilson,,,Fundamentals of IOS 8: With iPhone 6,Kevin Wilson,978-1502476487,CreateSpace Publishing,0
749527,4407,5538,Beginning PHP & MySQL Development: Code Your Own Dynamic Website Today,PawPrints Learning Technologies,,,Beginning iOS Development with Swift: Create Your Own iOS Apps Today,PawPrints Learning Technologies,978-1507822357,CreateSpace Publishing,0
750119,4410,1494,Steve Jobs,Walter Isaacson,,,Steve Jobs (en espaol),Walter Isaacson,978-0307950284,Knopf Doubleday Publishing Group,1
